1.747638,1.628013,1.601996,1.696365,1.693789,1.58467,1.613405,1.492607,1.741082,1.738837,1.657096,1.609352,1.729354,1.638626,1.66785,1.667656,1.739825,1.736098,1.592613,1.647746
1.747347,1.627672,1.601942,1.695495,1.693449,1.584569,1.614667,1.492607,1.741382,1.738332,1.657505,1.606483,1.729682,1.638386,1.667979,1.667148,1.741041,1.735693,1.588964,1.647783
1.746732,1.628005,1.601828,1.694698,1.693123,1.584379,1.617776,1.499545,1.741732,1.737834,1.658265,1.605703,1.729836,1.639002,1.668225,1.667021,1.743329,1.735295,1.587348,1.647847
1.746442,1.626443,1.601769,1.693966,1.692475,1.584291,1.619614,1.50589,1.742303,1.737354,1.658617,1.604467,1.729981,1.64483,1.66834,1.666807,1.744371,1.734536,1.585707,1.647871
1.746163,1.626909,1.601708,1.692632,1.69216,1.584209,1.621518,1.508755,1.742472,1.736434,1.658946,1.601724,1.730124,1.658255,1.66846,1.666786,1.745296,1.734173,1.584191,1.647881
1.745896,1.626235,1.601578,1.692072,1.69185,1.584126,1.623461,1.511348,1.742611,1.736001,1.65925,1.600281,1.730262,1.678311,1.668392,1.667335,1.746128,1.733825,1.582718,1.647886
1.745663,1.628223,1.601511,1.691578,1.691553,1.584049,1.627149,1.513701,1.74272,1.735585,1.659519,1.599446,1.730514,1.735213,1.668451,1.670482,1.746907,1.733491,1.580349,1.647886
1.745443,1.626897,1.601439,1.691127,1.691262,1.583894,1.628685,1.517674,1.742797,1.735178,1.659968,1.598091,1.730626,1.756109,1.669018,1.675279,1.747605,1.733168,1.579489,1.647876
1.745018,1.628789,1.601366,1.690359,1.690984,1.583822,1.629743,1.519337,1.743177,1.734782,1.660137,1.597331,1.730731,1.770103,1.671985,1.699786,1.748777,1.732538,1.578676,1.647867
1.744807,1.627831,1.601288,1.690022,1.690446,1.583753,1.630653,1.520857,1.743325,1.733994,1.661044,1.596098,1.73084,1.769928,1.680079,1.708248,1.74927,1.732548,1.578578,1.647856
1.744627,1.629074,1.601122,1.68971,1.69019,1.583688,1.631437,1.522249,1.743699,1.733586,1.667783,1.59543,1.731062,1.755008,1.688291,1.710439,1.749728,1.732634,1.578731,1.647842
