-4.012866,-4.007517,-3.960672,-4.049485,-3.921714,-3.963668,-4.049589,-4.041951,-4.015451,-3.865633,-3.938685,-3.997254,-3.957572,-3.850282,-3.857308,-3.917753,-4.1313,-4.004918,-3.847097,-3.779065
-4.01397,-4.008244,-3.961647,-4.0477,-3.919826,-3.963653,-4.044723,-4.041951,-4.014434,-3.863249,-3.938637,-3.995559,-3.958085,-3.848155,-3.854759,-3.915538,-4.120477,-3.998709,-3.811993,-3.777782
-4.013494,-4.00852,-3.959871,-4.047887,-3.920501,-3.962644,-4.031308,-4.029223,-4.0129,-3.862122,-3.938872,-3.994108,-3.957571,-3.843323,-3.851396,-3.914479,-4.098027,-3.989678,-3.79439,-3.777238
-4.015057,-4.008624,-3.959433,-4.045877,-3.918242,-3.962744,-4.026932,-4.016338,-4.011043,-3.859542,-3.939122,-3.992424,-3.956545,-3.841369,-3.849198,-3.91104,-4.08592,-3.979899,-3.778982,-3.776058
-4.013018,-4.008669,-3.959429,-4.042892,-3.917517,-3.961662,-4.017835,-4.011144,-4.010892,-3.857141,-3.938493,-3.990732,-3.956492,-3.848937,-3.847715,-3.90889,-4.073369,-3.973885,-3.766941,-3.775771
-4.013094,-4.008189,-3.963562,-4.043164,-3.917996,-3.960494,-4.010499,-4.008552,-4.00986,-3.854151,-3.936882,-3.988874,-3.956423,-3.864531,-3.846062,-3.909302,-4.060974,-3.969535,-3.753165,-3.77539
-4.012877,-4.008658,-3.959107,-4.042013,-3.91774,-3.960115,-3.997229,-4.003722,-4.007786,-3.852694,-3.936577,-3.987734,-3.954056,-3.945637,-3.842967,-3.909896,-4.049732,-3.964758,-3.729846,-3.774828
-4.013176,-4.008566,-3.958572,-4.040351,-3.916028,-3.960011,-3.991091,-3.996791,-4.008274,-3.850251,-3.932896,-3.987508,-3.953646,-4.015156,-3.83893,-3.911202,-4.037313,-3.960194,-3.722403,-3.772916
-4.010495,-4.008332,-3.95911,-4.0374,-3.915614,-3.958888,-3.983771,-3.993908,-4.00384,-3.847678,-3.9298,-3.984555,-3.953479,-4.094963,-3.839352,-3.965384,-4.010451,-3.954065,-3.714056,-3.773651
-4.00971,-4.008272,-3.957545,-4.037404,-3.913931,-3.959846,-3.978661,-3.988117,-3.997369,-3.845373,-3.925616,-3.982313,-3.952887,-4.182768,-3.848006,-4.031677,-3.997184,-3.948664,-3.707715,-3.774116
-4.008931,-4.008199,-3.956574,-4.035476,-3.91344,-3.959559,-3.975448,-3.987352,-3.985256,-3.843018,-3.927105,-3.980162,-3.951058,-4.271695,-3.860726,-4.096956,-3.983775,-3.94414,-3.705708,-3.773271
-4.00931,-4.007805,-3.955834,-4.035152,-3.913425,-3.958432,-3.96782,-3.977916,-3.974877,-3.837795,-3.967809,-3.978185,-3.949258,-4.464404,-3.938124,-4.164704,-3.969021,-3.937654,-3.71067,-3.774518
-4.007595,-4.007839,-3.956104,-4.030655,-3.912524,-3.956597,-3.963305,-3.972261,-3.948771,-3.832558,-4.018875,-3.974745,-3.948438,-4.578031,-4.000364,-4.309468,-3.939684,-3.914006,-3.716207,-3.775353
-4.00614,-4.007332,-3.955138,-4.029286,-3.911433,-3.957347,-3.957553,-3.965816,-3.944417,-3.829911,-4.180457,-3.973294,-3.947035,-4.669661,-4.078145,-4.376915,-3.921863,-3.896213,-3.733527,-3.774483
