0.07282424,0.1627131,0.2102623,0.2082335,0.2222328,0.1625556,0.3461289,0.2639735,0.3502897,0.3944575,0.04118437,0.165135,0.2858558,0.1769773,0.03822979,0.3350515,0.4009746,0.2612863,0.4030699,0.132813
0.07388996,0.1626328,0.2099911,0.2073874,0.2223848,0.1643126,0.3672344,0.2639735,0.3497848,0.3928794,0.04167552,0.1688359,0.2886428,0.1759824,0.03554271,0.3348413,0.3957282,0.2650195,0.3769755,0.1323891
0.0735334,0.1635589,0.210456,0.2124697,0.2217087,0.1637571,0.3912269,0.2555573,0.3505073,0.3924463,0.04313818,0.1711254,0.287496,0.1772145,0.03503039,0.3343905,0.3867527,0.2646767,0.3649224,0.1351138
0.07480805,0.1645084,0.2075604,0.2123632,0.2244569,0.1646742,0.3968153,0.2414792,0.3525465,0.3940207,0.03989346,0.1700756,0.284986,0.1777493,0.0349883,0.3302191,0.3794447,0.2669718,0.3495771,0.1346834
0.07057561,0.1621732,0.2095393,0.2163339,0.2231161,0.1637804,0.3978524,0.229743,0.3510297,0.3970948,0.04252449,0.172502,0.2860936,0.1783467,0.0351917,0.3350114,0.3728077,0.2687683,0.3365142,0.1367274
0.07310887,0.1629104,0.206251,0.2215972,0.2247082,0.1616939,0.4004642,0.2206387,0.3525328,0.3945717,0.04308155,0.1761584,0.2868294,0.1834179,0.03539737,0.3287423,0.3675401,0.2719362,0.3216029,0.1349596
0.07396372,0.1625289,0.2093697,0.222668,0.2268309,0.16187,0.399152,0.2036904,0.3515601,0.3939701,0.04271048,0.1765961,0.2865133,0.1908818,0.041022,0.3317366,0.3640981,0.2727954,0.2982073,0.1370151
0.07814582,0.1626819,0.208948,0.2235974,0.2266275,0.1615735,0.3958457,0.1820054,0.3540295,0.3924544,0.04473178,0.177808,0.2869207,0.1968635,0.03949253,0.3232653,0.3596328,0.273051,0.2862691,0.1375262
0.07319216,0.162712,0.2081589,0.2253473,0.224606,0.1642108,0.3945497,0.1692522,0.3564287,0.3975544,0.04469438,0.1752228,0.288207,0.2003451,0.04150085,0.3376905,0.3458041,0.2769012,0.2702584,0.1375638
0.07213347,0.1634246,0.2088812,0.2281338,0.2266527,0.1648865,0.3815539,0.1567081,0.3529643,0.3983019,0.03886023,0.1800842,0.2883254,0.2047206,0.04233345,0.3618611,0.3378862,0.2769754,0.2565273,0.1396715
0.07147044,0.1628732,0.2090797,0.2281967,0.2274684,0.1617321,0.3761992,0.1398294,0.3559307,0.4016501,0.03844438,0.179876,0.2898573,0.2049306,0.04517825,0.3698187,0.3262731,0.2700052,0.2503799,0.1388541
0.07286124,0.1631007,0.2095223,0.2282365,0.2269584,0.1628232,0.359547,0.110199,0.3489868,0.3958194,0.03732058,0.1806582,0.289694,0.1725085,0.04703152,0.3801281,0.3188275,0.2730176,0.2346033,0.1402012
0.074351,0.163871,0.2080445,0.2292704,0.22763,0.162901,0.34801,0.09802532,0.3424172,0.3975638,0.02669778,0.1828319,0.2910962,0.1591372,0.04728335,0.4056527,0.2992475,0.2818238,0.2262086,0.1425677
0.07468525,0.1639471,0.2086928,0.2293921,0.229053,0.1634392,0.3330107,0.09298323,0.334996,0.3966095,0.01858804,0.1825574,0.2926357,0.1009244,0.05154981,0.4112856,0.2871289,0.2802643,0.2152341,0.1448825
0.07468525,0.1636754,0.2093332,0.2286061,0.2283904,0.1627761,0.3272138,0.08011079,0.3361799,0.402641,0.01858804,0.1779377,0.292257,0.0741015,0.05580647,0.4131263,0.2598714,0.2770878,0.2041883,0.1476071
0.07415736,0.1641051,0.2083573,0.2318392,0.2309872,0.1654515,0.3272238,0.06587115,0.3323698,0.3987544,0.01427421,0.1737316,0.2928652,0.04960985,0.0539443,0.409044,0.2492508,0.2783474,0.1991379,0.1622388
