-0.06131612,-0.2003595,-0.1697778,-0.1747996,-0.2367986,-0.1827696,-0.001242965,-0.1839471,-0.1874248,-0.1774005,-0.2872381,-0.3163558,-0.2654155,-0.2563667,-0.2763746,-0.2857537,-0.2270339,-0.3173838,-0.2418258,-0.3000087,-0.2645879
-0.06131612,-0.2020132,-0.1701213,-0.1764673,-0.2337261,-0.1835826,-0.001675755,-0.1855451,-0.1879876,-0.175609,-0.2902609,-0.3200802,-0.2654155,-0.2563667,-0.2729379,-0.2846065,-0.220485,-0.3180407,-0.2429333,-0.2982152,-0.2660784
-0.06260642,-0.2007973,-0.1705499,-0.1691627,-0.2334742,-0.1815842,-0.002307437,-0.1838659,-0.1869697,-0.1747393,-0.2903858,-0.3247166,-0.2663758,-0.2550668,-0.2811354,-0.2898166,-0.2150965,-0.3083771,-0.2413239,-0.2977213,-0.2654834
-0.06585374,-0.2001636,-0.169821,-0.1710142,-0.2334426,-0.1815009,-0.001639307,-0.1839925,-0.1849777,-0.1726967,-0.286907,-0.3276959,-0.271018,-0.2560679,-0.2820335,-0.2760916,-0.2104472,-0.3055774,-0.2517333,-0.2976089,-0.2679331
-0.0671795,-0.2031543,-0.1709084,-0.1698779,-0.2318199,-0.1810477,-0.001418009,-0.1797886,-0.1869655,-0.1749933,-0.2903327,-0.3289804,-0.2752324,-0.2557678,-0.2854386,-0.2800214,-0.2049851,-0.2998973,-0.2428586,-0.2989897,-0.2654295
-0.06670177,-0.2056821,-0.1696732,-0.1700635,-0.2331453,-0.1805335,-0.000699565,-0.1795338,-0.1885714,-0.1741803,-0.288536,-0.322713,-0.2819514,-0.2522795,-0.2866814,-0.2764106,-0.2049851,-0.2971667,-0.2371541,-0.2957315,-0.2651138
-0.06969644,-0.2016814,-0.1693092,-0.1667095,-0.2334561,-0.1809312,-0.000966519,-0.1807312,-0.1862978,-0.1745634,-0.2885805,-0.3122777,-0.2948731,-0.2535838,-0.2873307,-0.2767949,-0.2015178,-0.2873758,-0.2317428,-0.2946454,-0.2684224
-0.07150093,-0.2042133,-0.1690755,-0.1673471,-0.229987,-0.1768618,-0.001133427,-0.1745828,-0.1823338,-0.1737802,-0.2889223,-0.291751,-0.2940407,-0.2461309,-0.2898883,-0.2646008,-0.2107627,-0.2845413,-0.2252748,-0.2922438,-0.2650059
-0.06902771,-0.206511,-0.1680199,-0.1683748,-0.2277226,-0.172319,0.000431553,-0.1759006,-0.1827761,-0.1740994,-0.2894641,-0.2794223,-0.2949153,-0.233863,-0.2868843,-0.2612069,-0.2107276,-0.2779483,-0.2190033,-0.2932893,-0.2658865
-0.06587476,-0.2060103,-0.1689218,-0.1656475,-0.2306665,-0.1712219,0.001416907,-0.1705961,-0.1808227,-0.1736162,-0.2926624,-0.2626481,-0.2864945,-0.2309565,-0.2858413,-0.2583767,-0.2224034,-0.2683727,-0.2184745,-0.2910166,-0.2618854
-0.06587285,-0.2073407,-0.1683328,-0.1665454,-0.2281852,-0.1699885,0.00326027,-0.1683822,-0.1808308,-0.173817,-0.2925453,-0.2464845,-0.2874794,-0.2267314,-0.2827579,-0.2524538,-0.2409483,-0.2492077,-0.2305522,-0.3042173,-0.2567994
-0.06557758,-0.2047725,-0.1673224,-0.1632431,-0.2284029,-0.1701283,0.003658906,-0.1646878,-0.186083,-0.1740445,-0.2944342,-0.2560056,-0.2948184,-0.2479352,-0.2705202,-0.2546701,-0.2409483,-0.2401125,-0.2314925,-0.2924697,-0.2454047
